Taxon	Count	Consistency
f__Marinifilaceae	1	1.000
f__Chlamydiaceae	79	0.975
f__Fervidicoccaceae	1	1.000
f__Scytonemataceae	3	0.500
f__Arcobacteraceae	8	1.000
f__Microscillaceae	2	0.667
f__Desulfarculaceae	5	0.600
f__Eggerthellaceae	18	0.947
f__Idiomarinaceae	17	1.000
f__Sanguibacteraceae	1	1.000
f__Blastochloridaceae	1	1.000
f__Symphyonemataceae	1	1.000
f__Budviciaceae	4	1.000
f__Thermotogaceae	19	0.947
f__Endomicrobiaceae	1	1.000
f__Mycoplasmataceae	6	0.667
f__Acidiferrobacteraceae	1	1.000
f__Oxalobacteraceae	31	0.968
f__Hydrogenophilaceae	2	1.000
f__Tannerellaceae	6	0.857
f__Nitrososphaeraceae	5	1.000
f__Kaistiaceae	3	1.000
f__Flexibacteraceae	1	1.000
f__Caldisphaeraceae	1	1.000
f__Nocardiopsaceae	18	1.000
f__Aerococcaceae	14	1.000
f__Peptostreptococcaceae	24	0.880
f__Microcoleaceae	18	0.800
f__Leptotrichiaceae	15	1.000
f__Kosmotogaceae	3	1.000
f__Isosphaeraceae	3	0.750
f__Dehalococcoidaceae	30	1.000
f__Spongiibacteraceae	7	1.000
f__Clostridiales Family XVII. Incertae Sedis	3	0.750
f__Roseobacteraceae	101	0.754
f__Roseiflexaceae	3	1.000
f__Dermabacteraceae	8	1.000
f__Spiroplasmataceae	14	0.824
f__Cenarchaeaceae	1	1.000
f__Conexibacteraceae	2	0.500
f__Cytophagaceae	33	0.758
f__Syntrophobacteraceae	4	0.750
f__Salisaetaceae	1	1.000
f__Hymenobacteraceae	19	1.000
f__Dietziaceae	3	1.000
f__Catalimonadaceae	1	1.000
f__Verrucomicrobia subdivision 6	1	1.000
f__Verrucomicrobia subdivision 3	3	1.000
f__Dermocarpellaceae	1	1.000
f__Xanthobacteraceae	9	0.700
f__Solirubrobacteraceae	2	1.000
f__Anaerolineaceae	11	1.000
f__Oscillochloridaceae	1	1.000
f__Entomoplasmataceae	2	1.000
f__Halanaerobiaceae	10	1.000
f__Anaeromyxobacteraceae	2	1.000
f__Bacillaceae	255	0.846
f__Bruguierivoracaceae	2	0.667
f__Candidatus Brocadiaceae	4	1.000
f__Gloeobacteraceae	2	1.000
f__Sinobacteraceae	7	1.000
f__Phycisphaeraceae	1	1.000
f__Succinivibrionaceae	11	1.000
f__Ilumatobacteraceae	2	1.000
f__Cyclobacteriaceae	21	0.840
f__Gomontiellaceae	1	1.000
f__Stappiaceae	13	0.929
f__Bdellovibrionaceae	9	1.000
f__Methanomicrobiaceae	22	0.808
f__Thermaceae	19	1.000
f__Calotrichaceae	4	0.750
f__Marinilabiliaceae	10	1.000
f__Oligoflexaceae	1	1.000
f__Erwiniaceae	33	0.676
f__Haliscomenobacteraceae	2	1.000
f__Methanonatronarchaeaceae	1	1.000
f__Candidatus Methanoperedenaceae	2	1.000
f__Piscirickettsiaceae	52	0.481
f__Syntrophotaleaceae	1	1.000
f__Acidithiobacillaceae	18	0.947
f__Verrucomicrobiaceae	3	0.333
f__Bifidobacteriaceae	42	1.000
f__Thermoflexibacteraceae	1	1.000
f__Beijerinckiaceae	6	1.000
f__Fibrobacteraceae	12	1.000
f__Micrococcaceae	53	0.981
f__Prochlorococcaceae	54	0.944
f__Sporichthyaceae	1	1.000
f__Fortieaceae	1	1.000
f__Sutterellaceae	9	0.900
f__Pseudomonadaceae	43	0.977
f__Ferroplasmaceae	6	1.000
f__Limnochordaceae	1	1.000
f__Halorubraceae	17	0.895
f__Bacteroidaceae	54	0.833
f__Ventosimonadaceae	1	1.000
f__Acidimicrobiaceae	10	0.769
f__Natrialbaceae	29	0.967
f__Sphingosinicellaceae	3	0.667
f__Desulfurellaceae	5	1.000
f__Sphingobacteriaceae	66	1.000
f__Alicyclobacillaceae	14	1.000
f__Christensenellaceae	5	0.571
f__Puniceicoccaceae	2	0.667
f__Methanocaldococcaceae	10	0.800
f__Rhodocyclaceae	7	0.400
f__Desulfurococcaceae	15	0.600
f__Nocardiaceae	46	0.896
f__Geminicoccaceae	1	1.000
f__Lactobacillaceae	346	1.000
f__Woeseiaceae	1	1.000
f__Halieaceae	9	1.000
f__Coprobacillaceae	15	0.812
f__Hyphomicrobiaceae	12	0.750
f__Porphyromonadaceae	25	0.640
f__Rhodobacteraceae	77	0.494
f__Psychromonadaceae	6	1.000
f__Methanosarcinaceae	71	1.000
f__Aphanizomenonaceae	11	0.667
f__Methanocorpusculaceae	3	1.000
f__Cesiribacteraceae	2	1.000
f__Cohaesibacteraceae	1	1.000
f__Candidatus Methanomethyliaceae	4	1.000
f__Desulfobacteraceae	24	1.000
f__Eubacteriaceae	33	0.242
f__Thermoactinomycetaceae	18	0.947
f__Weeksellaceae	45	0.938
f__Methylococcaceae	19	0.905
f__Halobacteriaceae	12	0.500
f__Leptolyngbyaceae	14	0.571
f__Terrimicrobiaceae	1	1.000
f__Rhodospirillaceae	21	0.571
f__Kordiimonadaceae	1	1.000
f__Chthonomonadaceae	4	1.000
f__Actinomycetaceae	75	0.897
f__Pseudonocardiaceae	54	0.930
f__Erythrobacteraceae	22	0.880
f__Bernardetiaceae	2	1.000
f__Cardiobacteriaceae	5	1.000
f__Ferrovaceae	2	1.000
f__Sandaracinaceae	1	1.000
f__Thermoanaerobacterales Family III. Incertae Sedis	13	0.769
f__Microbacteriaceae	85	0.966
f__Orbaceae	19	1.000
f__Sphingomonadaceae	79	0.745
f__Pseudoalteromonadaceae	29	0.931
f__Alcaligenaceae	31	0.935
f__Tsukamurellaceae	2	1.000
f__Thermococcaceae	37	1.000
f__Fervidobacteriaceae	5	1.000
f__Prevotellaceae	90	0.957
f__Methanospirillaceae	1	1.000
f__Alcanivoracaceae	7	0.857
f__Enterococcaceae	33	0.939
f__Streptomycetaceae	127	0.977
f__Jiangellaceae	3	1.000
f__Planococcaceae	29	0.634
f__Brachyspiraceae	5	0.800
f__Aurantimonadaceae	11	0.727
f__Sphaerobacteraceae	2	1.000
f__Propionibacteriaceae	24	0.923
f__Sneathiellaceae	1	1.000
f__Thalassobaculaceae	3	0.600
f__Sulfurovaceae	6	1.000
f__Hydrogenimonaceae	1	1.000
f__Dermacoccaceae	6	1.000
f__Pectobacteriaceae	6	0.857
f__Thermomicrobiaceae	1	1.000
f__Thiofilaceae	1	1.000
f__Microthrixaceae	1	1.000
f__Lentisphaeraceae	1	1.000
f__Odoribacteraceae	11	0.786
f__Candidatus Midichloriaceae	2	0.667
f__Cryomorphaceae	10	0.300
f__Desulfurobacteriaceae	4	1.000
f__Flammeovirgaceae	4	0.750
f__Thermodesulfobacteriaceae	10	1.000
f__Boseaceae	8	0.778
f__Gemmataceae	2	1.000
f__Rhizobiaceae	58	1.000
f__Methanomassiliicoccaceae	3	0.667
f__Bacteriovoracaceae	5	1.000
f__Methanotrichaceae	5	1.000
f__Caldicoprobacteraceae	1	1.000
f__Methanocellaceae	3	1.000
f__Thermosediminibacteraceae	4	1.000
f__Ignavibacteriaceae	1	1.000
f__Xanthomonadaceae	50	1.000
f__Hydrogenothermaceae	5	1.000
f__Salinivirgaceae	1	1.000
f__Synechococcaceae	47	0.333
f__Parachlamydiaceae	7	0.778
f__Microbulbiferaceae	2	1.000
f__Intrasporangiaceae	27	0.893
f__Turicibacteraceae	4	1.000
f__Eubacteriales Family XII. Incertae Sedis	2	1.000
f__Fimbriimonadaceae	1	1.000
f__Chlorobiaceae	13	1.000
f__Francisellaceae	54	1.000
f__Chroococcaceae	5	0.400
f__Desulfomicrobiaceae	3	1.000
f__Desulfallaceae	3	1.000
f__Eubacteriales Family XIII. Incertae Sedis	10	0.692
f__Amoebophilaceae	3	1.000
f__Oscillospiraceae	87	0.611
f__Chamaesiphonaceae	1	1.000
f__Thermoleophilaceae	1	1.000
f__Chromatiaceae	25	0.480
f__Caulobacteraceae	23	1.000
f__Ardenticatenaceae	1	1.000
f__Bradyrhizobiaceae	37	1.000
f__Jonesiaceae	2	1.000
f__Methanobacteriaceae	33	1.000
f__Thalassospiraceae	6	0.750
f__Erysipelotrichaceae	35	0.769
f__Coprothermobacteraceae	3	1.000
f__Chromobacteriaceae	22	0.522
f__Nitrosopumilaceae	14	1.000
f__Archangiaceae	4	0.500
f__Thermodesulfovibrionaceae	3	0.750
f__Methylobacteriaceae	18	0.895
f__Chlorogloeopsidaceae	2	1.000
f__Sphaerochaetaceae	4	1.000
f__Mariprofundaceae	1	1.000
f__Bacillales Family X. Incertae Sedis	1	1.000
f__Rikenellaceae	17	0.765
f__Methanocalculaceae	1	1.000
f__Melioribacteraceae	3	1.000
f__Fulvivirgaceae	2	0.667
f__Salinisphaeraceae	2	1.000
f__Acetobacteraceae	46	0.935
f__Desertifilaceae	1	1.000
f__Parvibaculaceae	3	1.000
f__Kangiellaceae	2	1.000
g__Thermodesulfatator	2	1.000
g__Kosmotoga	2	1.000
g__Methanospirillum	1	1.000
g__Gracilimonas	1	1.000
g__Cohnella	4	1.000
g__Desulfonauticus	3	1.000
g__Gryllotalpicola	1	1.000
g__Pisciglobus	1	1.000
g__Amedibacillus	1	1.000
g__Shuttleworthia	1	1.000
g__Halobiforma	2	1.000
g__Candidatus Methanomethylophilus	2	0.667
g__Campylobacter	21	1.000
g__Halomicrobium	1	1.000
g__Marinitoga	2	1.000
g__Gleimia	2	0.500
g__Dielma	1	1.000
g__Heliomicrobium	1	1.000
g__Haloarcula	4	1.000
g__Eggerthia	1	1.000
g__Croceibacterium	2	0.667
g__Allosalinactinospora	1	1.000
g__Lihuaxuella	1	1.000
g__Risungbinella	1	1.000
g__Mariniradius	1	1.000
g__Cognatishimia	1	1.000
g__Helicobacter	31	0.969
g__Agathobaculum	1	1.000
g__Spiroplasma	14	0.824
g__Hirschia	2	1.000
g__Nannocystis	1	1.000
g__Seonamhaeicola	1	1.000
g__Mycolicibacter	2	0.500
g__Hydrococcus	1	1.000
g__Halorubrum	10	0.909
g__Phycicoccus	5	0.600
g__Facklamia	4	0.667
g__Citrobacter	2	1.000
g__Methanosphaerula	1	1.000
g__Herbaspirillum	6	1.000
g__Halobacteroides	1	1.000
g__Oceanicella	1	1.000
g__Priestia	9	0.727
g__Chthonomonas	4	1.000
g__Methanolobus	5	1.000
g__Syntrophomonas	6	1.000
g__Thermosinus	1	1.000
g__Limimaricola	2	1.000
g__Fuerstia	1	1.000
g__Candidatus Nitrosotenuis	3	1.000
g__Anaeroglobus	1	1.000
g__Neobacillus	5	1.000
g__Proteocatella	1	1.000
g__Thermogemmatispora	2	1.000
g__Hapalosiphon	1	1.000
g__Lacrimispora	3	1.000
g__Desulfohalotomaculum	1	1.000
g__Rhodovulum	2	0.500
g__Borrelia	18	1.000
g__Alloiococcus	1	1.000
g__Desulfopila	1	1.000
g__Natrialba	3	1.000
g__Coriobacterium	1	1.000
g__Candidatus Caldarchaeum	1	1.000
g__Dokdonia	2	1.000
g__Fusobacterium	18	0.947
g__Pseudodonghicola	1	1.000
g__Pseudoclavibacter	1	1.000
g__Actinotignum	4	1.000
g__Anaerosporobacter	1	1.000
g__Schinkia	2	1.000
g__Zunongwangia	1	1.000
g__Luteibacter	3	1.000
g__Olsenella	7	0.778
g__Roseovarius	5	0.833
g__Cryocola	1	1.000
g__Prochlorothrix	1	1.000
g__Richelia	3	1.000
g__Gemella	3	1.000
g__Dethiosulfatibacter	1	1.000
g__Candidatus Izimaplasma	2	1.000
g__Candidatus Ishikawaella	1	1.000
g__Chitinimonas	1	1.000
g__Fournierella	1	1.000
g__Pediococcus	9	1.000
g__Halostagnicola	2	1.000
g__Candidatus Methylomirabilis	2	1.000
g__Desulforhopalus	1	1.000
g__Hydrogenophaga	2	1.000
g__Ferroplasma	1	1.000
g__Caldimonas	1	1.000
g__Puniceibacterium	1	1.000
g__Aquaspirillum	1	1.000
g__Pseudoxanthomonas	6	0.500
g__Pelomonas	1	1.000
g__Limosilactobacillus	32	0.941
g__Cellvibrio	4	1.000
g__Halothiobacillus	2	1.000
g__Rhodothermus	1	1.000
g__Crocosphaera	9	1.000
g__Butyribacter	1	1.000
g__Stenotrophomonas	10	0.900
g__Acidipropionibacterium	3	1.000
g__Glaciecola	7	0.857
g__Allisonella	1	1.000
g__Candidatus Fibromonas	1	1.000
g__Crenobacter	1	1.000
g__Embleya	1	1.000
g__Herpetosiphon	2	1.000
g__Methanohalobium	1	1.000
g__Agrilactobacillus	1	1.000
g__Sedimentitalea	1	1.000
g__Robiginitomaculum	1	1.000
g__Morococcus	1	1.000
g__Fusibacter	1	1.000
g__Paenarthrobacter	1	1.000
g__Epulopiscium	5	1.000
g__Megamonas	2	1.000
g__Aidingimonas	1	1.000
g__Parageobacillus	7	1.000
g__Epibacterium	1	1.000
g__Furfurilactobacillus	2	1.000
g__Johnsonella	1	1.000
g__Kozakia	1	1.000
g__Capnocytophaga	17	1.000
g__Sediminibacterium	2	1.000
g__Paludisphaera	1	1.000
g__Dolichospermum	1	1.000
g__Thermopetrobacter	1	1.000
g__Jatrophihabitans	1	1.000
g__Acidaminococcus	6	1.000
g__Paraclostridium	1	1.000
g__Oxobacter	1	1.000
g__Solirubrum	1	1.000
g__Citromicrobium	2	1.000
g__Rhizomicrobium	1	1.000
g__Devosia	11	1.000
g__Thermosulfurimonas	1	1.000
g__Shimazuella	1	1.000
g__Pyrodictium	2	1.000
g__Hyperthermus	1	1.000
g__Succiniclasticum	1	1.000
g__Azotobacter	1	1.000
g__Aminobacterium	3	1.000
g__Thermocladium	1	1.000
g__Paenisporosarcina	3	0.750
g__Meinhardsimonia	1	1.000
g__Cellulophaga	4	0.750
g__Shimia	4	1.000
g__Arcanobacterium	4	0.600
g__Nitratireductor	4	0.750
g__Candidatus Hepatobacter	1	1.000
g__Parasutterella	2	1.000
g__Cuniculiplasma	1	1.000
g__Ignisphaera	1	1.000
g__Methanolinea	1	1.000
g__Oceanithermus	1	1.000
g__Gayadomonas	1	1.000
g__Smaragdicoccus	1	1.000
g__Acuticoccus	1	1.000
g__Streptomonospora	1	1.000
g__Tenuibacillus	1	1.000
g__Kriegella	1	1.000
g__Thalassobacter	1	1.000
g__Peptoclostridium	2	1.000
g__Parasporobacterium	1	1.000
g__Sporanaerobacter	1	1.000
g__Brochothrix	2	1.000
g__Hydrobacter	1	1.000
g__Sulfuricella	1	1.000
g__Azohydromonas	1	1.000
g__Moritella	2	1.000
g__Sinorhizobium	4	0.800
g__Caulobacter	4	1.000
g__Candidatus Microthrix	1	1.000
g__Allochromatium	1	1.000
g__Chromohalobacter	2	1.000
g__Fructilactobacillus	8	1.000
g__Phycisphaera	1	1.000
g__Arthrobacter	18	0.630
g__Herbidospora	1	1.000
g__Abiotrophia	1	1.000
g__Candidatus Midichloria	1	1.000
g__Tissierella	1	1.000
g__Gorillibacterium	2	1.000
g__Runella	3	1.000
g__Castellaniella	1	1.000
g__Gemmobacter	2	0.500
g__Enteractinococcus	1	1.000
g__Levilinea	1	1.000
g__Mesorhizobium	11	0.833
g__Cycloclasticus	2	1.000
g__Candidatus Frackibacter	3	1.000
g__Candidatus Jidaibacter	1	1.000
g__Pacificibacter	1	1.000
g__Halalkalicoccus	1	1.000
g__Pseudodesulfovibrio	3	1.000
g__Peptostreptococcus	3	1.000
g__Candidatus Nitrosocosmicus	2	1.000
g__Fulvimarina	1	1.000
g__Solirubrobacter	2	1.000
g__Cystobacter	1	1.000
g__Orrella	1	1.000
g__Dokdonella	1	1.000
g__Luteipulveratus	2	1.000
g__Eudoraea	1	1.000
g__Rhodococcus	13	1.000
g__Rudanella	1	1.000
g__Tidjanibacter	1	1.000
g__Bacteroides	45	0.667
g__Halanaeroarchaeum	1	1.000
g__Anaerotignum	1	1.000
g__Saprospira	2	1.000
g__Sneathiella	1	1.000
g__Thiothrix	3	1.000
g__Timonella	1	1.000
g__Comamonas	7	0.625
g__Millisia	1	1.000
g__Candidatus Thioglobus	2	0.500
g__Candidatus Methanofastidiosum	8	1.000
g__Dendrosporobacter	1	1.000
g__Thalassobius	3	1.000
g__Sanguibacter	1	1.000
g__Actinobacillus	2	0.500
g__Empedobacter	1	1.000
g__Thalassobium	1	1.000
g__Candidatus Competibacter	1	1.000
g__Reichenbachiella	1	1.000
g__Wenzhouxiangella	1	1.000
g__Roseateles	1	1.000
g__Halobacteriovorax	1	1.000
g__Candidatus Hydrothermus	1	1.000
g__Quasibacillus	1	1.000
g__Halotalea	1	1.000
g__Halanaerobium	7	1.000
g__Desulfuromusa	1	1.000
g__Pelagibacterium	1	1.000
g__Muricauda	8	1.000
g__Coprobacter	1	1.000
g__Solibacillus	1	1.000
g__Tsukamurella	2	1.000
g__Candidatus Entotheonella	2	1.000
g__Necropsobacter	1	1.000
g__Roseivirga	8	1.000
g__Candidatus Kuenenia	1	1.000
g__Natronobacterium	1	1.000
g__Actinopolyspora	3	1.000
g__Catenuloplanes	1	1.000
g__Treponema	28	1.000
g__Galbibacter	1	1.000
g__Hamadaea	1	1.000
g__Flavobacterium	38	0.947
g__Immundisolibacter	1	1.000
g__Streptoalloteichus	1	1.000
g__Candidatus Caenarcanum	1	1.000
g__Desulfohalobium	1	1.000
g__Maricaulis	1	1.000
g__Oscillibacter	6	1.000
g__Anaerotruncus	4	0.500
g__Liquorilactobacillus	12	1.000
g__Listeria	21	1.000
g__Allocoleopsis	1	1.000
g__Dactylosporangium	1	1.000
g__Nonlabens	6	1.000
g__Melghirimyces	1	1.000
g__Rubeoparvulum	1	1.000
g__Mangrovimonas	4	0.500
g__Sulfurospirillum	8	1.000
g__Candidatus Aramenus	2	1.000
g__Gallionella	1	1.000
g__Alcanivorax	6	1.000
g__Fictibacillus	2	0.667
g__Thermodesulfobacterium	6	1.000
g__Oenococcus	51	1.000
g__Bordetella	9	0.818
g__Candidatus Peribacter	5	1.000
g__Candidatus Jettenia	1	1.000
g__Xylanimicrobium	1	1.000
g__Agreia	1	1.000
g__Desulfohalovibrio	2	0.667
g__Poseidonocella	1	1.000
g__Romboutsia	1	1.000
g__Singulisphaera	1	1.000
g__Sporolituus	1	1.000
g__Candidatus Methanoperedens	2	1.000
g__Reinekea	1	1.000
g__Robiginitalea	2	1.000
g__Henriciella	1	1.000
g__Sediminibacter	1	1.000
g__Rhodoluna	1	1.000
g__Spirillospora	1	1.000
g__Jonquetella	2	1.000
g__Azospirillum	6	0.667
g__Rubellimicrobium	2	1.000
g__Kitasatospora	7	0.636
g__Fodinicurvata	1	1.000
g__Culturomica	1	1.000
g__Tenacibaculum	4	1.000
g__Tatlockia	1	1.000
g__Thermanaerovibrio	2	1.000
g__Alteribacillus	3	0.667
g__Mariniblastus	1	1.000
g__Actinophytocola	1	1.000
g__Buttiauxella	1	1.000
g__Rhizobacter	3	0.750
g__Candidatus Methanosuratus	1	1.000
g__Nodosilinea	1	1.000
g__Fannyhessea	5	1.000
g__Prolixibacter	1	1.000
g__Cecembia	1	1.000
g__Prevotellamassilia	1	1.000
g__Tetragenococcus	2	1.000
g__Serpentinomonas	2	1.000
g__Emergencia	1	1.000
g__Dehalobacter	1	1.000
g__Anaplasma	25	1.000
g__Lamprocystis	1	1.000
g__Prochlorococcus	51	1.000
g__Francisella	52	0.981
g__Chamaesiphon	1	1.000
g__Mycobacterium	32	0.676
g__Clostridiisalibacter	1	1.000
g__Aliivibrio	3	1.000
g__Crinalium	1	1.000
g__Candidatus Arthromitus	12	1.000
g__Aneurinibacillus	11	1.000
g__Klebsiella	4	0.600
g__Cohaesibacter	1	1.000
g__Enterococcus	27	0.900
g__Kribbia	1	1.000
g__Nocardiopsis	15	0.882
g__Fischerella	8	0.800
g__Ferrithrix	1	1.000
g__Shigella	2	0.500
g__Dermacoccus	2	1.000
g__Methanomethylovorans	1	1.000
g__Calditerrivibrio	1	1.000
g__Gloeothece	2	1.000
g__Candidatus Obscuribacter	1	1.000
g__Caldanaerobius	2	1.000
g__Lysobacter	12	1.000
g__Kroppenstedtia	1	1.000
g__Pseudohaliea	1	1.000
g__Desulfomonile	1	1.000
g__Shinella	1	1.000
g__Gulbenkiania	1	1.000
g__Vogesella	1	1.000
g__Methylobacillus	2	1.000
g__Steroidobacter	1	1.000
g__Companilactobacillus	12	1.000
g__Propionispora	1	1.000
g__Photobacterium	14	0.929
g__Wenyingzhuangia	1	1.000
g__Aromatoleum	2	0.667
g__Methylovulum	1	1.000
g__Thalassotalea	4	0.750
g__Sulfuritalea	1	1.000
g__Urmitella	1	1.000
g__Saccharomonospora	9	1.000
g__Marinococcus	2	1.000
g__Aquisalimonas	1	1.000
g__Sulfuracidifex	2	1.000
g__Pseudoruegeria	1	1.000
g__Lachnobacterium	1	1.000
g__Maribacter	9	0.889
g__Oscillatoria	3	0.500
g__Nosocomiicoccus	1	1.000
g__Pannonibacter	1	1.000
g__Pseudoramibacter	1	1.000
g__Blattabacterium	8	1.000
g__Acaricomes	1	1.000
g__Aciduliprofundum	3	1.000
g__Nafulsella	1	1.000
g__Luteimonas	5	0.833
g__Virgibacillus	5	0.429
g__Akkermansia	12	1.000
g__Candidatus Ancillula	1	1.000
g__Holdemanella	1	1.000
g__Owenweeksia	1	1.000
g__Chlorobium	7	0.667
g__Riemerella	2	1.000
g__Starkeya	1	1.000
g__Arachnia	1	1.000
g__Thermosipho	2	1.000
g__Ferrimicrobium	2	1.000
g__Chitiniphilus	1	1.000
g__Verrucomicrobium	2	0.500
g__Chelonobacter	1	1.000
g__Thermobrachium	1	1.000
g__Malonomonas	1	1.000
g__Terribacillus	2	1.000
g__Candidatus Soleaferrea	1	1.000
g__Planococcus	4	1.000
g__Nitrosopumilus	11	1.000
g__Nereida	1	1.000
g__Tangfeifania	1	1.000
g__Ideonella	2	0.500
g__Hymenobacter	8	1.000
g__Labilithrix	1	1.000
g__Acidobacterium	2	0.667
g__Terriglobus	4	1.000
g__Acidithiobacillus	18	0.947
g__Sandarakinorhabdus	2	1.000
g__Desulfotalea	1	1.000
g__Chroococcidiopsis	1	1.000
g__Caviibacter	1	1.000
g__Rubrivivax	1	1.000
g__Pseudacidovorax	1	1.000
g__Oceanospirillum	3	1.000
g__Enterocloster	7	0.700
g__Syntrophobotulus	1	1.000
g__Granulicatella	2	1.000
g__Pelagerythrobacter	1	1.000
g__Methanopyrus	1	1.000
g__Sorangium	1	1.000
g__Candidatus Moranella	1	1.000
g__Candidatus Rubidus	1	1.000
g__Bergeriella	1	1.000
g__Berryella	1	1.000
g__Leclercia	1	1.000
g__Arsenicicoccus	2	1.000
g__Desulfocapsa	1	1.000
g__Rhodovibrio	1	1.000
g__Neoasaia	1	1.000
g__Zymomonas	8	1.000
g__Mangrovibacter	1	1.000
g__Alkalispirochaeta	2	1.000
g__Caldibacillus	2	0.667
g__Leptotrichia	4	0.750
g__Thalassolituus	1	1.000
g__Helcococcus	2	1.000
g__Aggregatibacter	2	1.000
g__Porphyrobacter	3	0.750
g__Salinimonas	1	1.000
g__Methyloterricola	1	1.000
g__Novosphingobium	16	1.000
g__Methanofollis	2	1.000
g__Staphylococcus	37	0.973
g__Dysgonomonas	5	0.833
g__Amphritea	2	1.000
g__Caldisericum	2	1.000
g__Phaeodactylibacter	1	1.000
g__Pseudaminobacter	1	1.000
g__Simiduia	2	1.000
g__Flaviflexus	1	1.000
g__Brackiella	1	1.000
g__Planktomarina	1	1.000
g__Saccharicrinis	3	0.750
g__Marispirochaeta	1	1.000
g__Candidatus Kryptonium	16	1.000
g__Halioglobus	1	1.000
g__Salinibacter	1	1.000
g__Fervidicoccus	1	1.000
g__Candidimonas	1	1.000
g__Giesbergeria	1	1.000
g__Methanococcoides	5	0.800
g__Rhodohalobacter	1	1.000
g__Candidatus Walczuchella	1	1.000
g__Boudabousia	2	1.000
g__Nautilia	1	1.000
g__Limnospira	3	0.667
g__Promicromonospora	1	1.000
g__Planctopirus	2	1.000
g__Salimicrobium	2	1.000
g__Leisingera	3	1.000
g__Natronohydrobacter	1	1.000
g__Diaphorobacter	1	1.000
g__Metallosphaera	10	1.000
g__Palleronia	2	1.000
g__Centipeda	1	1.000
g__Thermosyntropha	1	1.000
g__Gottfriedia	1	1.000
g__Enhygromyxa	1	1.000
g__Arenimonas	5	1.000
g__Candidatus Blochmannia	5	1.000
g__Cypionkella	1	1.000
g__Gynuella	1	1.000
g__Defluviimonas	1	1.000
g__Burkholderia	6	0.833
g__Solitalea	1	1.000
g__Qipengyuania	2	1.000
g__Streptobacillus	5	1.000
g__Labilibacter	1	1.000
g__Persephonella	2	1.000
g__Paraglaciecola	8	0.727
g__Bdellovibrio	9	1.000
g__Terrimonas	1	1.000
g__Chromobacterium	4	1.000
g__Catellicoccus	1	1.000
g__Ehrlichia	6	1.000
g__Lactobacillus	48	0.917
g__Dialister	7	0.875
g__Ferroglobus	1	1.000
g__Candidatus Protochlamydia	3	1.000
g__Maritimibacter	1	1.000
g__Halosimplex	1	1.000
g__Methylocella	1	1.000
g__Luminiphilus	1	1.000
g__Hathewaya	1	1.000
g__Mariniphaga	1	1.000
g__Candidatus Photodesmus	2	1.000
g__Enorma	2	1.000
g__Blastococcus	3	0.750
g__Chloroherpeton	1	1.000
g__Cupriavidus	4	1.000
g__Croceibacter	1	1.000
g__Faecalibacterium	3	0.667
g__Sporomusa	1	1.000
g__Desulfitobacterium	6	1.000
g__Actinobaculum	6	0.833
g__Gramella	4	1.000
g__Jiulongibacter	1	1.000
g__Caenimonas	1	1.000
g__Jiangella	3	1.000
g__Fermentimonas	1	1.000
g__Bellilinea	2	1.000
g__Dyadobacter	4	1.000
g__Thermomonas	1	1.000
g__Pantoea	8	0.750
g__Octadecabacter	3	1.000
g__Candidatus Koribacter	1	1.000
g__Lutimaribacter	1	1.000
g__Baaleninema	1	1.000
g__Anaerolinea	1	1.000
g__Flavonifractor	1	1.000
g__Thermoleophilum	1	1.000
g__Williamsia	2	0.667
g__Methylomicrobium	2	1.000
g__Smithella	5	1.000
g__Silvanigrella	1	1.000
g__Laceyella	1	1.000
g__Flexilinea	1	1.000
g__Alloscardovia	2	1.000
g__Xenococcus	1	1.000
g__Spirulina	2	1.000
g__Haloparvum	1	1.000
g__Thermorudis	1	1.000
g__Niabella	5	1.000
g__Traorella	1	1.000
g__Dethiosulfatarculus	1	1.000
g__Methylacidiphilum	3	1.000
g__Candidatus Azobacteroides	1	1.000
g__Candidatus Methanomethylicus	3	1.000
g__Haemophilus	10	0.727
g__Ruegeria	4	1.000
g__Mycoplasma	6	0.667
g__Pseudovibrio	6	1.000
g__Caenibius	1	1.000
g__Pseudescherichia	1	1.000
g__Syntrophothermus	1	1.000
g__Mycetocola	1	1.000
g__Amphibacillus	2	1.000
g__Butyrivibrio	37	0.892
g__Weissella	17	1.000
g__Longilinea	1	1.000
g__Rhodopseudomonas	8	1.000
g__Loigolactobacillus	3	1.000
g__Polynucleobacter	4	1.000
g__Arachidicoccus	1	1.000
g__Teredinibacter	7	1.000
g__Desulfonatronospira	1	1.000
g__Delftia	1	1.000
g__Marivirga	2	0.500
g__Draconibacterium	3	1.000
g__Asinibacterium	1	1.000
g__Byssovorax	1	1.000
g__Massilia	8	0.875
g__Sphaerimonospora	1	1.000
g__Myxococcus	2	0.667
g__Parvibaculum	1	1.000
g__Coprobacillus	3	0.333
g__Holophaga	1	1.000
g__Thiorhodospira	1	1.000
g__Candidatus Fervidibacter	1	1.000
g__Flavimarina	1	1.000
g__Ileibacterium	1	1.000
g__Sphingomonas	32	0.853
g__Fretibacterium	1	1.000
g__Sutcliffiella	1	1.000
g__Thermicanus	1	1.000
g__Amantichitinum	1	1.000
g__Candidatus Caldipriscus	2	1.000
g__Dinoroseobacter	1	1.000
g__Ureibacillus	4	1.000
g__Rahnella	1	1.000
g__Acetanaerobacterium	1	1.000
g__Albimonas	1	1.000
g__Phascolarctobacterium	4	1.000
g__Deferribacter	1	1.000
