	kingdom	phylum	class	order	family	genus	species
N493	Archaea	Euryarchaeota_1	Halobacteria	Halobacteriales_1			
N494	Archaea	Euryarchaeota_1	Halobacteria	Halobacteriales_3	Halobacteriaceae_2		
N495	Archaea	Euryarchaeota_1	Halobacteria	Natrialbales	Natrialbaceae		
N496	Archaea	Euryarchaeota_1	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_1	
N497	Archaea	Euryarchaeota_1	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_1	
N498	Archaea	Euryarchaeota_1	Archaeoglobi	Archaeoglobales	Archaeoglobaceae		
N499	Archaea	Euryarchaeota_1	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_2	
N500	Archaea	Euryarchaeota_1	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	
N501	Archaea	Euryarchaeota_1	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae_2		
N502	Archaea	Euryarchaeota_1	Methanomicrobia	Methanomicrobiales			
N503	Archaea	Euryarchaeota_1	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	
N504	Archaea	Euryarchaeota_1	Methanomicrobia	Methanosarcinales_1			
N505	Archaea	Euryarchaeota_1	Methanomicrobia	Methanosarcinales_1			
N506	Bacteria						
N507	Bacteria	candidate division WWE3					
N508	Bacteria	candidate division WWE3					
N509	Bacteria	Candidatus Woykebacteria					
N510	Bacteria	Candidatus Woykebacteria					
N511	Bacteria	Candidatus Curtissbacteria					
N512	Bacteria	Candidatus Curtissbacteria					
N513	Bacteria	Candidatus Daviesbacteria					
N514	Bacteria	Candidatus Daviesbacteria					
N515	Bacteria	Candidatus Daviesbacteria					
N516	Bacteria	Candidatus Daviesbacteria					
N517	Bacteria	Candidatus Levybacteria					
N518	Bacteria						
N519	Bacteria	Candidatus Shapirobacteria					
N520	Bacteria	Candidatus Shapirobacteria					
N521	Bacteria						
N522	Bacteria						
N523	Bacteria	Candidatus Peregrinibacteria					
N524	Bacteria	Candidatus Peregrinibacteria					
N525	Bacteria	Candidatus Peregrinibacteria					
N526	Bacteria	Candidatus Peregrinibacteria					
N527	Bacteria	Candidatus Peregrinibacteria					
N528	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
N529	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
N530	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
N531	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
N532	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
N533	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
N534	Bacteria	Candidatus Berkelbacteria					
N535	Bacteria	Candidatus Saccharibacteria					
N536	Bacteria	Candidatus Saccharibacteria					
N537	Bacteria	Candidatus Saccharibacteria					
N538	Bacteria	Candidatus Saccharibacteria					
N539	Bacteria	Candidatus Doudnabacteria					
N540	Bacteria	Candidatus Doudnabacteria					
N541	Bacteria						
N542	Bacteria	Candidatus Kerfeldbacteria					
N543	Bacteria						
N544	Bacteria						
N545	Bacteria	Candidatus Moranbacteria					
N546	Bacteria	Candidatus Moranbacteria					
N547	Bacteria	Candidatus Moranbacteria					
N548	Bacteria	Candidatus Moranbacteria					
N549	Bacteria	Candidatus Moranbacteria					
N550	Bacteria						
N551	Bacteria						
N552	Bacteria						
N553	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga	Pseudothermotoga lettingae
N554	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	
N555	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga maritima
N556	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Acetomicrobium	
N557	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Acetomicrobium	
N558	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella	
N559	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae		
N560	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermovirga	
N561	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae		
N562	Bacteria						
N563	Bacteria						
N564	Bacteria						
N565	Bacteria						
N566	Bacteria						
N567	Bacteria						
N568	Bacteria						
N569	Bacteria	Candidatus Melainabacteria					
N570	Bacteria	Candidatus Melainabacteria					
N571	Bacteria	Candidatus Melainabacteria					
N572	Bacteria	Cyanobacteria					
N573	Bacteria	Cyanobacteria		Synechococcales_1			
N574	Bacteria	Cyanobacteria					
N575	Bacteria						
N576	Bacteria						
N577	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae		
N578	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae		
N579	Bacteria	Actinobacteria					
N580	Bacteria	Actinobacteria					
N581	Bacteria	Firmicutes_8	Clostridia_8	Eubacteriales_7	Clostridiales Family XVII. Incertae Sedis		
N582	Bacteria	Firmicutes_8	Clostridia_8	Eubacteriales_7			
N583	Bacteria	Firmicutes_8	Clostridia_8	Eubacteriales_7			
N584	Bacteria	Firmicutes_6	Clostridia_6	Halanaerobiales	Halobacteroidaceae		
N585	Bacteria	Firmicutes_6	Clostridia_6	Halanaerobiales	Halanaerobiaceae		
N586	Bacteria	Firmicutes_4					
N587	Bacteria						
N588	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	Streptobacillus notomytis
N589	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
N590	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum
N591	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum
N592	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptonema	Leptonema illini
N593	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	
N594	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae		
N595	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	
N596	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	
N597	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	
N598	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Sphaerochaetaceae		
N599	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales			
N600	Bacteria	Elusimicrobia					
N601	Bacteria	Elusimicrobia					
N603	Bacteria						
N604	Bacteria						
N605	Bacteria						
N607	Archaea	Euryarchaeota_3	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_2	Thermococcus sibiricus
N609	Archaea	Euryarchaeota_3	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	
N610	Archaea	Euryarchaeota_3	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_1	Thermococcus thioreducens
N611	Archaea	Euryarchaeota_3	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_1	
N612	Archaea	Euryarchaeota_3	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_1	
N613	Archaea	Euryarchaeota_3	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_1	
N614	Archaea	Candidatus Bathyarchaeota					
N615	Archaea	Candidatus Bathyarchaeota					
N616	Archaea	Thaumarchaeota					
N617	Archaea	Thaumarchaeota				Candidatus Nitrosopelagicus	
N618	Archaea	Thaumarchaeota		Nitrosopumilales			
N619	Archaea	Crenarchaeota					
N620	Archaea	Crenarchaeota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum	Thermofilum adornatum
N621	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae		
N622	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae		
N623	Archaea	Crenarchaeota	Thermoprotei				
N624	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales			
N625	Archaea	Euryarchaeota_2	Methanococci	Methanococcales	Methanocaldococcaceae_1	Methanocaldococcus	
N626	Archaea	Euryarchaeota_2	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	
N627	Archaea	Euryarchaeota_2	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	
N628	Archaea	Euryarchaeota_2	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	
N629	Archaea	Euryarchaeota_2	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	
N630	Archaea	Euryarchaeota_2	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	
N631	Archaea	Euryarchaeota_2	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	
N632	Archaea	Candidatus Thermoplasmatota	Candidatus Poseidoniia	Candidatus Poseidoniales			
N633	Archaea	Candidatus Thermoplasmatota	Candidatus Poseidoniia	Candidatus Poseidoniales			
N634	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma	
N635	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae		
N636	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae		
N637	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	
N638	Archaea	Candidatus Thermoplasmatota	Thermoplasmata				
N639	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	
N640	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Candidatus Methanomethylophilaceae		
N641	Archaea	Euryarchaeota_1	Halobacteria	Haloferacales	Haloferacaceae		
N642	Archaea	Euryarchaeota_1	Halobacteria	Haloferacales	Halorubraceae		
N643	Archaea	Euryarchaeota_1	Halobacteria	Haloferacales	Halorubraceae		
N644	Archaea	Euryarchaeota_1	Halobacteria	Halobacteriales_1	Halococcaceae	Halococcus	
N645	Archaea	Euryarchaeota_1	Halobacteria	Halobacteriales_1	Halococcaceae	Halococcus	
N646	Archaea	Euryarchaeota_1	Halobacteria	Halobacteriales_1	Haloarculaceae_2	Natronomonas	
N647	Archaea	Euryarchaeota_1	Halobacteria	Halobacteriales_1			
N648	Archaea	Euryarchaeota_1	Halobacteria	Halobacteriales_3	Halobacteriaceae_2	Haladaptatus	
N649	Archaea	Euryarchaeota_1	Halobacteria	Natrialbales	Natrialbaceae		
N650	Archaea	Euryarchaeota_1	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_1	
N651	Archaea	Euryarchaeota_1	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_1	
N652	Archaea	Euryarchaeota_1	Archaeoglobi	Archaeoglobales	Archaeoglobaceae		
N653	Archaea	Euryarchaeota_1	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_2	
N654	Archaea	Euryarchaeota_1	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	
N655	Archaea	Euryarchaeota_1	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae_2		
N656	Archaea	Euryarchaeota_1	Methanomicrobia	Methanomicrobiales	Methanoregulaceae		
N657	Archaea	Euryarchaeota_1	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae_1		
N658	Archaea	Euryarchaeota_1	Methanomicrobia	Methanosarcinales_1			
N659	Archaea	Euryarchaeota_1	Methanomicrobia	Methanosarcinales_1	Methanotrichaceae	Methanothrix	
N660	Archaea	Euryarchaeota_1	Methanomicrobia	Methanosarcinales_1			
N662	Bacteria	candidate division WWE3					
N663	Bacteria	candidate division WWE3					
N664	Bacteria	candidate division WWE3					
N665	Bacteria	Candidatus Woykebacteria					
N667	Bacteria	Candidatus Curtissbacteria					
N669	Bacteria	Candidatus Daviesbacteria					
N670	Bacteria	Candidatus Daviesbacteria					
N671	Bacteria	Candidatus Daviesbacteria					
N672	Bacteria	Candidatus Daviesbacteria					
N673	Bacteria	Candidatus Daviesbacteria					
N674	Bacteria	Candidatus Daviesbacteria					
N675	Bacteria	Candidatus Daviesbacteria					
N676	Bacteria	Candidatus Levybacteria					
N677	Bacteria	Candidatus Levybacteria					
N678	Bacteria	Candidatus Gottesmanbacteria					
N680	Bacteria	Candidatus Shapirobacteria					
N681	Bacteria	Candidatus Shapirobacteria					
N682	Bacteria	Candidatus Beckwithbacteria					
N683	Bacteria						
N684	Bacteria						
N685	Bacteria	Candidatus Peregrinibacteria					
N686	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
N687	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
N688	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
N689	Bacteria	Candidatus Peregrinibacteria	Candidatus Peribacteria				
N690	Bacteria	Candidatus Saccharibacteria					
N691	Bacteria	Candidatus Saccharibacteria					
N692	Bacteria	Candidatus Saccharibacteria					
N693	Bacteria	Candidatus Saccharibacteria					
N694	Bacteria	Candidatus Doudnabacteria					
N695	Bacteria	Candidatus Doudnabacteria					
N696	Bacteria	Candidatus Doudnabacteria					
N697	Bacteria	Candidatus Kerfeldbacteria					
N698	Bacteria						
N699	Bacteria	Candidatus Jacksonbacteria					
N700	Bacteria						
N702	Bacteria	Candidatus Moranbacteria					
N703	Bacteria	Candidatus Moranbacteria					
N704	Bacteria	Candidatus Moranbacteria					
N705	Bacteria	Candidatus Moranbacteria					
N706	Bacteria	Candidatus Moranbacteria					
N707	Bacteria	Candidatus Moranbacteria					
N708	Bacteria	Candidatus Portnoybacteria					
N709	Bacteria	Candidatus Terrybacteria					
N710	Bacteria						
N711	Bacteria						
N712	Bacteria						
N713	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	
N714	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga maritima
N715	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella	
N716	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae		
N717	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermovirga	
N718	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermovirga	
N719	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae		
N720	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae		
N722	Bacteria						
N723	Bacteria						
N724	Bacteria						
N725	Bacteria						
N726	Bacteria						
N728	Bacteria	Candidatus Melainabacteria					
N729	Bacteria	Candidatus Melainabacteria					
N730	Bacteria	Candidatus Melainabacteria					
N731	Bacteria	Candidatus Melainabacteria					
N732	Bacteria	Cyanobacteria		Synechococcales_1	Synechococcaceae_1	Synechococcus_1	Candidatus Synechococcus spongiarum
N733	Bacteria	Cyanobacteria		Synechococcales_1	Prochlorococcaceae		
N734	Bacteria	Cyanobacteria					
N735	Bacteria						
N736	Bacteria						
N737	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae		
N738	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae		
N739	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	
N740	Bacteria	Actinobacteria					
N741	Bacteria	Actinobacteria					
N742	Bacteria	Actinobacteria					
N743	Bacteria	Actinobacteria					
N744	Bacteria	Firmicutes_8	Clostridia_8	Eubacteriales_7	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	
N745	Bacteria	Firmicutes_8	Clostridia_8	Eubacteriales_7			
N746	Bacteria	Firmicutes_8	Clostridia_8	Eubacteriales_7			
N747	Bacteria	Firmicutes_6	Clostridia_6	Halanaerobiales	Halobacteroidaceae		
N748	Bacteria	Firmicutes_6	Clostridia_6	Halanaerobiales	Halobacteroidaceae		
N749	Bacteria	Firmicutes_6	Clostridia_6	Halanaerobiales	Halanaerobiaceae	Halothermothrix	
N750	Bacteria	Firmicutes_6	Clostridia_6	Halanaerobiales	Halanaerobiaceae		
N751	Bacteria	Firmicutes_4	Clostridia_3				
N752	Bacteria	Firmicutes_4	Negativicutes				
N753	Bacteria	Firmicutes_2					
N754	Bacteria						
N755	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
N756	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum
N757	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum
N759	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	
N760	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	
N761	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae		
N762	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	
N763	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	
N764	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	
N765	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	
N766	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	
N767	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Sphaerochaetaceae		
N768	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Sphaerochaetaceae		
N769	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae		
N770	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae		
N771	Bacteria	Elusimicrobia					
N772	Bacteria	Elusimicrobia					
N773	Bacteria	Elusimicrobia					
N775	Bacteria						
N776	Bacteria						
N777	Bacteria						
N778	Bacteria						
N779	Bacteria						
N780	Bacteria						
N781	Bacteria						
N782	Bacteria	Proteobacteria_1					
N783	Archaea	Euryarchaeota_3	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_1	
N784	Archaea	Euryarchaeota_3	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_1	
N785	Archaea	Euryarchaeota_3	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_1	
N786	Archaea	Candidatus Bathyarchaeota					
N787	Archaea	Candidatus Bathyarchaeota					
N788	Archaea	Thaumarchaeota					
N789	Archaea	Thaumarchaeota				Candidatus Nitrosopelagicus	
N790	Archaea	Thaumarchaeota				Candidatus Nitrosopelagicus	
N791	Archaea	Thaumarchaeota		Nitrosopumilales	Nitrosopumilaceae		
N792	Archaea	Crenarchaeota					
N793	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	
N794	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	
N795	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae		
N796	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	
N797	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales_4	Desulfurococcaceae_3	Ignicoccus	
N798	Archaea	Crenarchaeota	Thermoprotei				
N799	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae		
N800	Archaea	Euryarchaeota_2	Methanococci	Methanococcales	Methanocaldococcaceae_1	Methanocaldococcus	
N801	Archaea	Euryarchaeota_2	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	
N802	Archaea	Euryarchaeota_2	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	
N803	Archaea	Euryarchaeota_2	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	
N804	Archaea	Euryarchaeota_2	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	
N805	Archaea	Euryarchaeota_2	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	
N806	Archaea	Euryarchaeota_2	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	
N807	Archaea	Candidatus Thermoplasmatota	Candidatus Poseidoniia	Candidatus Poseidoniales			
N808	Archaea	Candidatus Thermoplasmatota	Candidatus Poseidoniia	Candidatus Poseidoniales			
N809	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma	
N810	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	
N811	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Candidatus Methanomethylophilaceae		
N812	Archaea	Euryarchaeota_1	Halobacteria	Haloferacales	Haloferacaceae		
N813	Archaea	Euryarchaeota_1	Halobacteria	Haloferacales	Haloferacaceae		
N814	Archaea	Euryarchaeota_1	Halobacteria	Haloferacales	Halorubraceae		
N815	Archaea	Euryarchaeota_1	Halobacteria	Haloferacales	Halorubraceae		
N816	Archaea	Euryarchaeota_1	Halobacteria	Haloferacales	Halorubraceae		
N817	Archaea	Euryarchaeota_1	Halobacteria	Haloferacales	Halorubraceae		
N818	Archaea	Euryarchaeota_1	Halobacteria	Halobacteriales_1	Halococcaceae	Halococcus	
N819	Archaea	Euryarchaeota_1	Halobacteria	Halobacteriales_1	Halococcaceae	Halococcus	
N820	Archaea	Euryarchaeota_1	Halobacteria	Halobacteriales_1			
N821	Archaea	Euryarchaeota_1	Halobacteria	Halobacteriales_1	Haloarculaceae_1		
N822	Archaea	Euryarchaeota_1	Halobacteria	Natrialbales	Natrialbaceae		
N823	Archaea	Euryarchaeota_1	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_1	
N824	Archaea	Euryarchaeota_1	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus	
N825	Archaea	Euryarchaeota_1	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_2	
N826	Archaea	Euryarchaeota_1	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae_2		
